datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-01,284.62076914990905,282.1181974809091,289.41664241845456,281.76726228527275,291.8465006697272,291.5734950213636,293.35891116645456,296.7017392647272,285.4762077514545,284.57732794872726,289.4449678541818,290.03821958454546,288.4454820936364,290.1617761205454,287.1277990136364,286.2418294530909,284.5526694692727,287.5564592977273,284.1006887051819,294.0936044507273,284.49234432045455,298.5880674358182,288.6518317488181,299.87072329954543,281.2824986307274,286.29085411709093,286.0431648499091,288.5694198979091,285.88798007909094,287.37109075154547,306.62148596527277,304.2489827257273,310.07060897441664,304.40000000000003,304.40000000000003,303.5
2012-10-02,286.14518982220835,286.1377282244583,292.95830598149996,285.1568884485417,295.8904504857917,295.2914715277083,297.248385127625,301.21196770312497,289.77182050275,286.2285713206667,291.8604568101667,293.9221567564584,292.38539141412497,292.48732936308335,289.3472773206667,287.83939380729163,287.7135113754167,289.448164634375,286.1187436868333,294.73050494458334,287.58423241241667,300.90881792487505,288.86154180983334,300.152229788625,284.7777961364166,287.397390278875,289.2395951712916,290.8923888850832,286.93793098104163,289.0130897047083,302.22677348937503,302.787466944,306.7590705127917,303.89999999999986,303.89999999999986,302.67499999999995
2012-10-03,285.52812500000005,289.5997916666667,296.9291666666667,287.67395833333336,299.0085416666666,297.87874999999997,300.691875,302.86708333333337,291.2054166666666,288.7475,292.82291666666674,295.00437500000004,294.545,292.019375,286.6420833333334,288.2395833333334,289.12791666666664,289.2066666666667,286.45458333333335,293.59229166666665,288.6795833333333,299.74541666666664,295.560625,299.2447916666666,290.418125,287.326875,290.3535416666667,290.065625,287.3745833333333,289.02083333333337,301.1943749999999,301.68791666666664,303.28958333333327,301.56104166666665,301.5025,301.2581249999999
2012-10-04,284.3733333333333,286.48249999999996,295.6870833333333,284.39166666666665,295.99791666666664,296.08083333333326,301.82,302.2329166666667,293.09625000000005,291.59333333333336,292.98541666666665,294.4775,294.20541666666674,290.0020833333333,288.39583333333337,291.1879166666666,290.0325000000001,289.5120833333333,288.8070833333333,291.02375,290.1520833333334,298.53541666666666,294.7558333333333,300.39750000000004,293.21875000000006,288.21791666666667,293.6337500000001,291.9870833333334,286.86083333333335,290.04375,300.0941666666667,299.94000000000005,301.7702083333333,299.1391666666667,299.1391666666667,298.92416666666657
2012-10-05,283.7572916666667,288.2860416666666,290.6354166666667,284.75624999999997,292.9483333333333,293.894375,300.6285416666666,301.81125,292.8291666666667,280.70937499999997,298.190625,296.36083333333335,297.0147916666667,289.00375,285.186875,292.7895833333334,291.20750000000004,291.90124999999995,290.74375000000003,292.1564583333333,291.4010416666667,297.8397916666667,294.18,301.86333333333334,291.50708333333336,289.36645833333336,294.0158333333333,294.04354166666667,287.53520833333334,289.51729166666667,299.71208333333334,300.1531250000001,299.85999999999996,298.8775,298.8775,297.54749999999996
2012-10-06,284.82583333333326,288.2910416666667,290.01041666666663,285.6745833333333,292.3687500000001,292.8147916666666,299.15062499999993,299.8104166666667,292.8854166666667,275.71729166666665,298.36645833333336,298.3122916666667,297.65625,283.5566666666666,278.18,284.28083333333336,282.5079166666667,292.6820833333333,285.31104166666665,292.41625,288.9916666666666,298.61312499999997,292.85208333333327,301.6808333333334,291.5133333333333,288.8754166666667,292.01,292.95374999999996,288.95812500000005,291.1489583333334,300.1525,299.1720833333334,299.21812499999993,298.5425000000001,298.5425000000001,297.3274999999999
2012-10-07,285.59583333333336,288.2625,289.57374999999996,286.1833333333334,292.92875,292.38208333333336,298.5910416666666,299.2483333333333,288.7647916666666,274.16125000000005,295.68375,286.375,296.74125,279.16749999999996,277.00708333333336,279.43958333333336,279.2754166666667,286.21958333333333,279.0079166666666,292.7908333333333,281.06958333333336,298.6295833333333,293.3408333333333,301.15916666666664,286.2274999999999,283.3470833333333,291.19374999999997,292.02666666666664,286.1979166666667,291.1929166666667,299.1691666666666,298.4577083333334,301.06020833333326,297.93541666666675,297.93541666666675,296.7708333333332
2012-10-08,285.94333333333327,288.4870833333333,288.51041666666674,287.14416666666665,293.91875,293.69166666666666,296.51104166666664,299.53208333333333,281.98749999999995,275.7224999999999,286.77375,282.9133333333333,289.44666666666666,279.5758333333334,276.3066666666666,280.5729166666667,280.2379166666666,283.73625,279.6264583333333,288.015,280.88166666666666,298.55041666666665,287.87708333333325,299.55583333333334,280.88958333333335,279.94625,282.6995833333333,283.6470833333333,281.2475,283.8079166666666,297.31583333333333,298.15125,300.5485416666666,297.96750000000003,297.96750000000003,296.7199999999999
2012-10-09,285.95729166666666,285.1933333333333,288.3497916666667,286.70770833333336,292.4402083333333,293.3520833333334,295.57479166666667,299.025625,284.5816666666667,281.71729166666665,286.67625000000004,284.1872916666667,288.21374999999995,282.480625,281.2370833333333,280.721875,280.03479166666665,283.90333333333325,278.4924999999999,285.62208333333325,280.51062499999995,298.46999999999997,283.96166666666676,299.56541666666664,277.94854166666664,279.885,281.0635416666667,282.4464583333333,280.2479166666667,283.01437500000003,299.07666666666665,298.16479166666676,299.19604166666676,297.80749999999983,297.80749999999983,296.47500000000014
2012-10-10,284.91395833333337,284.36395833333336,288.50625,285.96124999999995,291.34270833333335,292.77083333333337,298.15666666666664,299.2135416666667,288.3966666666667,282.2643749999999,292.320625,289.6822916666667,291.9835416666667,286.1716666666667,282.1410416666667,284.71145833333327,285.42020833333333,283.02875000000006,281.2416666666666,286.83520833333324,282.70645833333333,293.1870833333333,283.18750000000006,300.785625,279.9372916666666,282.4554166666666,283.7425,284.8939583333334,281.75895833333334,284.4679166666667,299.1720833333333,297.8016666666666,299.499375,298.1399999999999,298.1399999999999,296.61249999999995
